Actual,Predicted
-0.33859958878986024,-0.3386126150319572
-0.9680207458343083,-0.5284709808056474
-0.2467495343471189,-0.9743083992009738
-0.5157666574055942,1.331874923884179
-0.5168250843084334,3.238215574703301
0.6728806777058226,0.947110850446234
0.06074567392307871,2.000423073087951
-0.3057755050971648,-0.17903719266769458
-0.2933807118893275,0.10771000162565972
-0.4710557197659958,0.4237378680141964
-0.21386001910134225,0.20683134270611545
-0.1579294102875659,-3.070118818548685
1.8390065291787085,4.465821691952865
-0.5378099007490184,0.40263526575448033
-0.30151134457776363,-0.34027099971374425
-0.5659164584181103,0.2289653798143954
-0.21592140589681488,-0.44017418647741074
-0.2009209630809588,-0.5211622998555776
-0.9020532422723927,0.1812151734630278
-0.47144303086135747,1.9653551555540352
-0.42717882885838043,1.3838524526683234
-0.4519178028412395,-0.36776171354411513
-0.1469592153396747,0.08020221122258579
-0.2773500981126145,0.6756912101897063
-0.03914128337893323,-1.545761839440738
-0.8008434372400539,0.9135607094446314
-0.3356323768933935,-0.33633555198720566
5.436457046647334,-0.8576613701096265
-0.06631200253661278,0.019222860275630867
-0.1472928103329803,-0.13551001735204365
-0.1472928103329803,0.7066501578448916
-0.3626320647277126,-0.4128551640167711
0.28523233549729166,0.3115970210673715
-0.3626320647277126,-0.3467785746613674
-0.182487846928297,-1.297420296869382
0.903138266711715,0.6937448724168057
-0.2285007592353787,-3.3369413340991656
-0.38779328477109426,-0.3878619299782831
-1.3112201362143714,0.24243385881515556
-0.34079027620547275,-0.4770569847783281
-0.46617942016130465,-0.32748434706074053
-0.3626320647277126,-0.3467912627468385
-0.23570226039551584,0.6802199200821765
-0.28054793137046247,0.9952240056666881
-0.4513631932333291,-1.2230774083353921
1.6638339793111805,1.6639900629673272
-0.18544141877152934,2.9361094033708945
0.2589043525093582,0.8975117513678921
-0.29652397498284383,-0.1952314104632814
-0.31476084810235605,-0.3223317696954135
-0.6328050811991062,0.3732288527719777
-0.22360679774997902,-1.218191206822001
1.52127765851133,-0.5568080058033745
-0.3681893266808397,-0.7639522316878696
2.147029723148471,-1.765939115322763
-0.2789521163999137,-0.27883622958921067
-0.4256530497870445,2.1006291091234446
2.4130502835804175,-1.3266474160216455
-0.3626320647277126,-1.7851375590406222
-0.33333333333333337,-0.6041130488863923
-0.4147116440040031,-1.147369601811064
-0.333107357906894,1.1908457965140473
0.07812500000000008,-2.33992912084538
-0.3955054753168237,-2.6479720841529
-0.1539311162725768,0.7944935185035704
-0.5349906104512752,-0.2824917213438975
1.0727432645666226,-0.3692431654586791
-0.33209842815007656,0.584269249915253
-0.5643326479831005,0.6667461301456317
-0.2610112354966633,-1.1523544412249238
-0.38779328477109426,-0.3874256739031314
-0.3467657389411195,-0.36244198933435096
-0.23740649323947977,1.3190121165435644
0.28523233549729166,0.28518411235504965
0.5278615073083401,-0.41613768288797165
-0.015959704735425937,-1.387724673320702
-0.2200785700577865,-1.0047841732838334
0.9206016138256,-0.15119431429876684
-0.4175781427533435,-0.2801733888252969
1.628914602199716,0.7103055787605586
-0.5445327701173301,-0.15344601979701428
-0.11337113001049998,-0.11328444257547728
-0.3533066730934465,-0.14626114000983156
-0.3467657389411195,-0.36265490906810854
-0.2398848828777005,-0.8944140388437599
-0.2061440924623817,1.3181442009683428
0.415739709641549,-1.768005354986796
-0.586028464065146,-0.19627308515352052
1.9639610121239315,-1.0955249852595217
-0.030671383606587298,1.2871596013670923
-0.31465544316467403,-0.8870366028010102
-0.2467495343471189,-0.5383341376954898
-0.46617942016130465,3.1802456581226783
-0.33485541126445795,-1.1970667760684803
-0.23740649323947977,-0.48536467813402484
1.4565070557783126,1.5430634841794089
-0.2783647086014396,-0.2786033552539139
-0.3626320647277126,-0.35486242836918847
-1.1041698098371397,2.172040046575883
-0.27378383028995734,-0.2739480317244856
0.7572974234111086,0.7991656292879762
-0.3330932468710693,1.2332951785499287
1.5910171477216666,0.7541607692093655
-0.3626320647277126,-0.3632363278030887
-0.15654290548580913,1.0619873346195372
-0.31465544316467403,-0.15102933803449686
-0.43124434601706485,0.1382705006990811
-0.2332530044638305,-0.011693852360224197
